task,size,cpu_time_ms,cpu_std_ms,gpu_time_ms,gpu_std_ms,speedup,optimal_device,label,num_cpu_threads
VectorAddition,1000000,217.72654412832904,26.27895947819302,0.9324288778625708,0.030125192430642506,233.50472008913843,GPU,1,8
VectorAddition,1258925,226.79688672409654,34.259742073431156,1.1426084047325675,0.03578932568281437,198.49047651384933,GPU,1,8
VectorAddition,1584893,317.99933697884,31.006300152028555,1.392099056777745,0.04559302582875552,228.43154402740902,GPU,1,8
VectorAddition,1995262,425.72083981978597,40.225108089910506,1.6194886353485767,0.07303384589199727,262.8736198128086,GPU,1,8
VectorAddition,2511886,470.13566770987217,63.74324169340892,1.9244483150657168,0.07616073112599295,244.29633367099171,GPU,1,8
VectorAddition,3162277,664.5792381793888,78.91753476921764,2.3308680248772653,0.08842755949875278,285.12092108448866,GPU,1,8
VectorAddition,3981071,831.1729223381268,86.7035920367781,3.047423370023364,0.09491219288756905,272.7461272739909,GPU,1,8
VectorAddition,5011872,1053.2196531457446,102.70228414450823,3.3736117782612847,0.12443585234394172,312.19349539043884,GPU,1,8
VectorAddition,6309573,197.0444910137567,12.977066274524669,7.748408165283085,0.12436746117087132,25.430318952042164,GPU,1,8
VectorAddition,7943282,254.3860855197598,16.006287164543412,9.625003366148416,0.1562602352273769,26.429713927628065,GPU,1,8
VectorAddition,1000,20.70928284241734,0.4975210278834268,0.03468810765066893,0.001646701170212677,597.0139118274438,GPU,1,10
VectorAddition,1258,22.7111259770566,0.708410495465729,0.04373870342042075,0.0019335120001096554,519.2455240100514,GPU,1,10
VectorAddition,1584,28.12361073088555,0.9506395281076928,0.05088649995722353,0.002550625116332115,552.6733171769912,GPU,1,10
VectorAddition,1995,40.80629869958917,1.0625868863166845,0.055459328850734436,0.003407087905067239,735.7878204660022,GPU,1,10
VectorAddition,2511,47.23801682086244,1.4054913012391286,0.07495958405219992,0.0035157156676317238,630.1798151383432,GPU,1,10
VectorAddition,3162,64.65552056045914,1.6169612864037797,0.08526189908436158,0.005106961151098577,758.3166837098755,GPU,1,10
VectorAddition,3981,71.97111745109832,2.103625406873817,0.09062470502083722,0.0071863776914341615,794.1666395995452,GPU,1,10
VectorAddition,5011,92.80029414185584,2.5750331306840164,0.1312417223993313,0.006162830499574503,707.0944547610469,GPU,1,10
VectorAddition,6309,127.45771440115004,3.4337729034607296,0.14985619657829952,0.008506989142493177,850.5334935185925,GPU,1,10
VectorAddition,7943,158.5377096144057,3.9546355425613977,0.17114644553500943,0.011303036861462357,926.3277955835518,GPU,1,10
VectorAddition,10000,202.2694305741587,5.255003411768468,0.19275236191602385,0.011871485207677793,1049.374589050593,GPU,1,10
VectorAddition,12589,251.20935175082317,6.352349097777929,0.24466796390292683,0.017657551592662905,1026.7357758798846,GPU,1,10
VectorAddition,15848,289.42475915992674,10.720521689285842,0.2836350983380461,0.021633583170192216,1020.4123567774404,GPU,1,10
VectorAddition,19952,343.83367036783085,9.812730355298413,0.3595180851846205,0.020468018721426253,956.3737807272329,GPU,1,10
VectorAddition,25118,439.75367320674553,12.684979992728609,0.42252477203097005,0.02126979650068754,1040.7760735375598,GPU,1,10
VectorAddition,31622,555.4023380959081,16.599862384686922,0.4980592826765922,0.02831467424544861,1115.132992022861,GPU,1,10
VectorAddition,39810,774.3646585387071,23.171442798340223,0.6468208841009387,0.035299518125833346,1197.1856159453637,GPU,1,10
VectorAddition,50118,1024.4058253389987,30.368610135916054,0.7282077919772154,0.05425363839402781,1406.7493325738142,GPU,1,10
VectorAddition,63095,105.00000627553237,4.3512302605002535,0.24345102685351985,0.008192938150921845,431.298268208616,GPU,1,10
VectorAddition,79432,150.066207633473,4.9930043525182795,0.28852675463072847,0.012520417897566633,520.1119314759407,GPU,1,10
VectorAddition,100000,181.50795918050503,8.085844434464002,0.3436190553617856,0.012514167195933195,528.2243704133376,GPU,1,10
VectorAddition,125892,218.64998740281183,10.417457241282053,0.38730793624596616,0.014990382109248584,564.5378442851081,GPU,1,10
VectorAddition,158489,286.69812795721367,13.853955998465498,0.5240040051810374,0.020672378031608138,547.1296500074703,GPU,1,10
VectorAddition,199526,386.7276009227391,15.038085269874884,0.5965146512187235,0.022296976529334326,648.3119905481383,GPU,1,10
VectorAddition,251188,412.2192005338448,15.758291626697876,0.7703466352737017,0.02790759521188738,535.1087181517768,GPU,1,10
VectorAddition,316227,586.6303912953429,28.35867913733753,0.939188148416206,0.02691828329911144,624.6143462144441,GPU,1,10
VectorAddition,398107,764.4118124291238,26.23917028081591,1.0452820563978407,0.037400784652779406,731.2971726151817,GPU,1,10
VectorAddition,501187,918.7396061927677,41.06947249844263,1.2382253966301326,0.03678262761410858,741.9809096899038,GPU,1,10
VectorAddition,630957,125.6815269907864,6.522573491779048,0.6887721723337725,0.05259959797537739,182.47184198069243,GPU,1,10
VectorAddition,794328,156.94296364874825,11.585280017980317,0.9498119118012305,0.05533611096082525,165.23583427283032,GPU,1,10
VectorAddition,1000000,204.15241523595327,15.282144007267593,1.0898810456183377,0.06979274832979722,187.31623607613855,GPU,1,10
VectorAddition,1258925,233.79764290150018,15.611808742247927,1.2481483896394612,0.09527593588046597,187.31558270009444,GPU,1,10
VectorAddition,1584893,316.56583108146,17.227156040144457,1.6632586615312717,0.13282855496179963,190.32868332699078,GPU,1,10
VectorAddition,1995262,343.7032464158637,24.289723358168498,1.7380889764285978,0.1343655381653106,197.74778568707143,GPU,1,10
VectorAddition,2511886,454.7406681296662,33.79304787196682,2.1283259687413643,0.1443884203723861,213.66119420071155,GPU,1,10
VectorAddition,3162277,597.7229948337118,38.76449062901383,2.7587427538425913,0.20575638787374517,216.66499857631047,GPU,1,10
VectorAddition,3981071,770.9614632835254,60.377270359086445,3.3570464471102057,0.27851337007966315,229.65469064247836,GPU,1,10
VectorAddition,5011872,938.0748524190234,64.39810581038361,4.044294872460974,0.31369964982252274,231.9501623896677,GPU,1,10
VectorAddition,6309573,171.16092240840038,16.074856703386093,6.7328195112443066,0.09948410608756257,25.421878920495192,GPU,1,10
VectorAddition,7943282,208.2491669883156,22.171931940074785,7.484202605178836,0.10052522387971076,27.825164279253162,GPU,1,10
VectorAddition,1000,19.169898245041196,0.5839384070066617,0.036142361391250585,0.0022564849506651182,530.3997167623331,GPU,1,12
VectorAddition,1258,23.98496066760461,0.8443065882061059,0.038148688266094,0.002666857034429877,628.7230769326895,GPU,1,12
VectorAddition,1584,32.468144511245136,1.0509479007282625,0.04949696377099065,0.0028403782245368576,655.9623467303297,GPU,1,12
VectorAddition,1995,37.60506168588153,1.3338766979285706,0.05546046253075699,0.004070001400306166,678.0517141382783,GPU,1,12
VectorAddition,2511,45.283472837253015,1.2912305966607611,0.06595263162332374,0.00415859910238174,686.6060037737569,GPU,1,12
VectorAddition,3162,65.5168005336013,2.169801569471564,0.08422856018862869,0.005152300664606916,777.8454289955489,GPU,1,12
VectorAddition,3981,70.13282432974677,2.6918791718281962,0.10801681537655089,0.005674670112654026,649.2769119813519,GPU,1,12
VectorAddition,5011,101.90585137231794,2.4884101937026197,0.12175056562892099,0.005807497289362001,837.0051576015917,GPU,1,12
VectorAddition,6309,121.55553098946957,3.292654991960849,0.13846090722899684,0.010065239682251889,877.9050594290278,GPU,1,12
VectorAddition,7943,138.87992353848685,4.580788755470143,0.17016238022928576,0.008924565509711909,816.1611476717281,GPU,1,12
VectorAddition,10000,183.3363211203944,6.762605161023802,0.20450330333417843,0.012441070186728095,896.495646433666,GPU,1,12
VectorAddition,12589,234.8245896587717,8.121892553996956,0.2773448980088567,0.014727737838818453,846.6879735111365,GPU,1,12
VectorAddition,15848,329.3065716276313,9.376192563113605,0.2957844138809797,0.015516544722098522,1113.3330769759239,GPU,1,12
VectorAddition,19952,350.5029701509199,9.97793684287498,0.3328801098399099,0.018501038183739986,1052.9405626532787,GPU,1,12
VectorAddition,25118,441.1220929399427,16.88271988057508,0.45410814126859156,0.022289299124107334,971.4031809859846,GPU,1,12
VectorAddition,31622,656.6413937290463,21.82077996931825,0.4900583585840447,0.031764331284903136,1339.9248930807344,GPU,1,12
VectorAddition,39810,769.4899953123706,19.392751218262383,0.672942398428983,0.041258072726206976,1143.4708187636606,GPU,1,12
VectorAddition,50118,919.7764692379392,26.653125197551944,0.7705569424293531,0.037922980682984345,1193.651524750576,GPU,1,12
VectorAddition,63095,118.79463734432237,5.611472126056864,0.25823594964113705,0.0081535385794759,460.02362378053016,GPU,1,12
VectorAddition,79432,146.46471158864006,6.335412372660352,0.27942776979861506,0.010660096565330268,524.1594695265895,GPU,1,12
VectorAddition,100000,181.2479820775095,8.29963040587186,0.32561093169523087,0.012541062739942328,556.6397329901569,GPU,1,12
VectorAddition,125892,202.70174297168347,8.977284624807837,0.36930421723290724,0.01453153539606212,548.874704140859,GPU,1,12
VectorAddition,158489,281.6619480547789,14.706861097410414,0.44339018270061575,0.020163887841608212,635.2462437017051,GPU,1,12
VectorAddition,199526,377.6766242442749,13.593303789395359,0.6231821489883298,0.017707567374721365,606.0453189446984,GPU,1,12
VectorAddition,251188,427.0334005780226,18.316090862798152,0.7570525406502541,0.021865410556208543,564.073664175582,GPU,1,12
VectorAddition,316227,596.5729458435962,25.337614958348496,0.820382878351433,0.030194244942355206,727.1884404053083,GPU,1,12
VectorAddition,398107,672.4475057961063,27.791169715318038,0.9370794515301871,0.0340629006329835,717.5992437973591,GPU,1,12
VectorAddition,501187,920.6955875663734,43.2590545411177,1.1206275316361696,0.0519908239118835,821.5892984728958,GPU,1,12
VectorAddition,630957,113.04463163726409,7.916889184069905,0.7319607979197935,0.05963046024446608,154.440827922114,GPU,1,12
VectorAddition,794328,156.59079678460924,10.48716862054923,0.8926652549317309,0.07243392609508308,175.4193925656768,GPU,1,12
VectorAddition,1000000,204.9965622921641,15.16552261598459,1.0819735728721716,0.06892328781886375,189.4654060246471,GPU,1,12
VectorAddition,1258925,239.48154508220182,18.064411503356222,1.3387679403588946,0.09308870437194869,178.88204360346575,GPU,1,12
VectorAddition,1584893,303.65820356583845,17.58355004238814,1.6056480328707299,0.11762172867673303,189.1187840357077,GPU,1,12
VectorAddition,1995262,347.0008948993805,21.411055226182476,1.8226952137801633,0.14006023468741405,190.37790425735577,GPU,1,12
VectorAddition,2511886,439.5021255974836,34.0730877824615,2.033101588584966,0.18575568662608202,216.17322423291995,GPU,1,12
VectorAddition,3162277,582.5425403875475,39.65592795137428,2.40326264744578,0.19599314799778844,242.3965358121309,GPU,1,12
VectorAddition,3981071,734.6877003070015,52.27771041781777,3.2257214324903836,0.2740094375107874,227.7591898999765,GPU,1,12
VectorAddition,5011872,924.2253369383393,66.49669616287517,3.769483631144071,0.3336383956865534,245.18619189701295,GPU,1,12
VectorAddition,6309573,184.98227779828284,17.313511655959122,6.578953351591402,0.09261525918025003,28.117280654306047,GPU,1,12
VectorAddition,7943282,229.3417604382631,23.153240047548763,9.059543767212196,0.10386068809615859,25.314934872138288,GPU,1,12
VectorAddition,1000,19.6013527652253,0.5166549403252263,0.033527842736541726,0.002212306834942336,584.6291071945988,GPU,1,14
VectorAddition,1258,22.824979892856394,0.6179108113327096,0.036227634703975865,0.0025391250024554544,630.0433378928662,GPU,1,14
VectorAddition,1584,27.286103576697037,0.8844512236212195,0.04678496317168893,0.0025644253521842947,583.2237908698136,GPU,1,14
VectorAddition,1995,34.786835073631984,1.1359173221412808,0.05254199753470795,0.003421987657922136,662.0767520430234,GPU,1,14
VectorAddition,2511,49.48363233125452,1.2307121057910129,0.07594098044680395,0.0038178500251101716,651.6064454279388,GPU,1,14
VectorAddition,3162,60.95855425239372,2.1583904625993173,0.08032560800166813,0.005059856818027523,758.8931571003831,GPU,1,14
VectorAddition,3981,77.23891653038973,2.5304452167244795,0.10529446968000639,0.005068674589857855,733.5515033707044,GPU,1,14
VectorAddition,5011,96.81802620618619,2.960376323841767,0.1204743177775801,0.008228582890854227,803.640377403355,GPU,1,14
VectorAddition,6309,113.64437600043127,3.0764783871195776,0.14690353593186703,0.007959368600873377,773.5986426707852,GPU,1,14
VectorAddition,7943,163.6300800634069,4.961512713905048,0.17129240923694036,0.0106189331356606,955.2675497550242,GPU,1,14
VectorAddition,10000,190.39691213986023,6.001386936335764,0.19805595045620444,0.012204919814766204,961.3289159012779,GPU,1,14
VectorAddition,12589,252.2609411519452,6.458559005380626,0.26431717517710196,0.013695026486169385,954.387246999448,GPU,1,14
VectorAddition,15848,322.2524420851176,7.601342036080338,0.3322183364056625,0.017111673005913885,970.001973917611,GPU,1,14
VectorAddition,19952,398.38906375677857,11.942226171705444,0.3974176019722781,0.02340022419944056,1002.4444357262471,GPU,1,14
VectorAddition,25118,451.86289194233586,15.783863581094236,0.4620845480995627,0.02702402990710234,977.879251320422,GPU,1,14
VectorAddition,31622,560.7460964134494,18.49238026609708,0.5741178885017585,0.031092517928534884,976.7089784935902,GPU,1,14
VectorAddition,39810,703.8749998006284,27.005995773703276,0.6949620543274341,0.04290631555889602,1012.8250822008117,GPU,1,14
VectorAddition,50118,1040.9683495067068,25.39149827266791,0.8152983347821862,0.04922923406977327,1276.7944016282215,GPU,1,14
VectorAddition,63095,105.37413879744204,4.530199418681937,0.2464741844219416,0.010424410631688958,427.52606746453824,GPU,1,14
VectorAddition,79432,131.8254811405687,7.042707288537348,0.2651882597770518,0.00937497713390959,497.1014978242121,GPU,1,14
VectorAddition,100000,162.9460170266095,6.245800280182114,0.36982279465626977,0.014905931567399505,440.60566136292107,GPU,1,14
VectorAddition,125892,237.28830970784844,9.796498318127954,0.37781415742871965,0.01764284426455755,628.0556327554149,GPU,1,14
VectorAddition,158489,293.3577972327639,14.459153070288718,0.449100063897326,0.017750303617821088,653.2125484173431,GPU,1,14
VectorAddition,199526,388.6259825028798,12.797532614647896,0.6258835396683067,0.022865780619613845,620.9237947188004,GPU,1,14
VectorAddition,251188,481.0300728010627,20.496034489489233,0.7059335629689074,0.021963809786446836,681.4098351947172,GPU,1,14
VectorAddition,316227,582.398406989263,21.294507603377664,0.8402665524993652,0.03464145330330097,693.111495699697,GPU,1,14
VectorAddition,398107,727.7286199822207,35.13786522890799,1.0266489514304675,0.03854062322788466,708.838808989431,GPU,1,14
VectorAddition,501187,971.7539167070689,37.43913286397165,1.1444036140785063,0.05244994751584941,849.1356587418173,GPU,1,14
VectorAddition,630957,130.0755537273268,8.228803085175434,0.6678075092964103,0.054388731558889604,194.78001058174982,GPU,1,14
VectorAddition,794328,140.44904106781308,9.541371159913409,0.8019048637833223,0.06174642727802355,175.14426886649105,GPU,1,14
VectorAddition,1000000,202.8492024609822,13.239416347294508,1.0884250502467412,0.0823852630741024,186.3694724914657,GPU,1,14
VectorAddition,1258925,229.94848029542607,15.853197940359776,1.1567270690446225,0.07731272460117095,198.79233956662551,GPU,1,14
VectorAddition,1584893,290.74217445956606,19.858670888380182,1.6674423240654304,0.11167614704496186,174.36415656686748,GPU,1,14
VectorAddition,1995262,385.02822291259724,24.33396844965415,1.8069213842834186,0.15736634545695202,213.08521015998167,GPU,1,14
VectorAddition,2511886,515.1339066101336,35.08052791161725,2.312406628621889,0.18649743001554675,222.7696029902556,GPU,1,14
VectorAddition,3162277,540.9190776329744,32.30163530878201,2.9008814193226096,0.17847627611381764,186.46714547859233,GPU,1,14
VectorAddition,3981071,737.1456780820689,50.76266152141958,2.973770929044557,0.2387542124217573,247.88246831066658,GPU,1,14
VectorAddition,5011872,968.8426546805686,73.54484311280885,3.6696515451826643,0.2842833220896804,264.01489153715886,GPU,1,14
VectorAddition,6309573,169.92731900764525,16.996726346615365,7.084219772348215,0.12137662940531131,23.986737349809694,GPU,1,14
VectorAddition,7943282,207.21578925942495,19.53420406523864,9.039254406175175,0.10159519295478793,22.923991288248875,GPU,1,14
VectorAddition,1000,17.210444023962783,0.49495077030651946,0.03565276936723623,0.0022402484502103913,482.72390418508803,GPU,1,16
VectorAddition,1258,22.77239061682864,0.8222442625066144,0.03871727034583977,0.002085312596028322,588.171387430353,GPU,1,16
VectorAddition,1584,32.956042169083084,0.7770580955150198,0.04782842857324624,0.0027185687781865527,689.0471452268805,GPU,1,16
VectorAddition,1995,36.35162575935539,1.298488625823241,0.05462383025402875,0.0039626401322117935,665.4902373250236,GPU,1,16
VectorAddition,2511,51.71021763626743,1.3702623552107052,0.06464549550802745,0.00429579894472287,799.9044207163087,GPU,1,16
VectorAddition,3162,63.26114669282248,2.0954188823519075,0.0827906576720751,0.005278616382725765,764.1097253194085,GPU,1,16
VectorAddition,3981,77.1833994502391,2.0367563935370527,0.09120406452408476,0.005445772916609856,846.2714885898188,GPU,1,16
VectorAddition,5011,99.3763365347246,3.0541463124007873,0.11824402839830891,0.00776328641997854,840.4342940682985,GPU,1,16
VectorAddition,6309,132.00919507092263,3.1914227493751977,0.15271511125647125,0.006952250005391946,864.4147523110867,GPU,1,16
VectorAddition,7943,150.24283882395375,4.211626117452253,0.1867489867689009,0.011654968700095298,804.5175581588404,GPU,1,16
VectorAddition,10000,197.24623608101413,4.850802625104505,0.19782140296315756,0.011393011589247565,997.0924941713686,GPU,1,16
VectorAddition,12589,229.7301861079784,6.049740642849121,0.23324590088837205,0.016731614861681225,984.9270029312274,GPU,1,16
VectorAddition,15848,329.8094686695713,9.161214639362573,0.319910168540124,0.018440501775031527,1030.9439996065823,GPU,1,16
VectorAddition,19952,394.80678261044903,13.193857109628604,0.38839959682695907,0.025059112578563573,1016.4963759896602,GPU,1,16
VectorAddition,25118,521.7672628424384,15.600788100217905,0.43694390911177505,0.02413155650166283,1194.128701560558,GPU,1,16
VectorAddition,31622,622.3439201807821,16.63197920270194,0.49429990841128857,0.029569230961089082,1259.041139985308,GPU,1,16
VectorAddition,39810,761.9850047179551,20.171714412438018,0.6956505866154481,0.03854705545634541,1095.3559435998525,GPU,1,16
VectorAddition,50118,1033.3178291497918,27.61931592898681,0.719127967703467,0.03648794172872055,1436.9039664104419,GPU,1,16
VectorAddition,63095,117.55266069252794,4.510400687319011,0.22504544101983734,0.010442794095084239,522.3507757358475,GPU,1,16
VectorAddition,79432,141.71018249908897,5.356159323086839,0.2605337664126203,0.01087803571032265,543.9225189515569,GPU,1,16
VectorAddition,100000,175.77321941344138,8.108825784230156,0.3600360181952853,0.01402115570864813,488.21009713006305,GPU,1,16
VectorAddition,125892,233.6662250832253,9.427674334231936,0.43976963818009457,0.012742410929236317,531.3377841412832,GPU,1,16
VectorAddition,158489,285.02532940502374,10.311567552399838,0.5073258917973997,0.019959943120499986,561.8190082812655,GPU,1,16
VectorAddition,199526,339.931571837824,18.336004777316553,0.5654718452502405,0.020330686836213235,601.1467674175585,GPU,1,16
VectorAddition,251188,437.25652514764636,22.289049236250577,0.7481641995352935,0.02619211031332005,584.439251997408,GPU,1,16
VectorAddition,316227,575.224055969601,26.256049095406226,0.7759148082473155,0.034417766453351165,741.3495010733881,GPU,1,16
VectorAddition,398107,657.1545010026954,34.124438618053304,1.0421308150467608,0.03651023917351378,630.5873423128829,GPU,1,16
VectorAddition,501187,882.2437948335852,36.830036999144944,1.1831846261530463,0.041088564515759464,745.6518410842383,GPU,1,16
VectorAddition,630957,130.20630948072346,7.8288851184618755,0.7055544065352912,0.04388550275911831,184.5446761790023,GPU,1,16
VectorAddition,794328,149.89442668724527,9.811729157128358,0.870874414108725,0.06541819213390489,172.11945173593259,GPU,1,16
VectorAddition,1000000,202.05070937789156,14.538590078597279,0.990522971881574,0.07200238284394296,203.98387025197488,GPU,1,16
VectorAddition,1258925,227.72604851414806,13.26208743572934,1.284347922884692,0.07944567922927225,177.30869062540867,GPU,1,16
VectorAddition,1584893,270.140361896891,19.50291277828778,1.4365944420930694,0.10851146316999831,188.04218781697753,GPU,1,16
VectorAddition,1995262,339.5282052096829,30.204669753693,1.923949934055828,0.1118471118305127,176.47455331331437,GPU,1,16
VectorAddition,2511886,444.1861891937263,38.43438689808437,2.407262205148775,0.18208292638222107,184.51923859547924,GPU,1,16
VectorAddition,3162277,566.0655456494873,48.14110803350423,2.5194260361038565,0.22348066060618693,224.68035875539104,GPU,1,16
VectorAddition,3981071,676.5356103608045,55.93748703466492,3.0651592418105507,0.2544664393768942,220.7179324103186,GPU,1,16
VectorAddition,5011872,946.7110234616044,75.80002993962823,3.488771181365074,0.3067110457609537,271.3594484265313,GPU,1,16
VectorAddition,6309573,180.35887375250022,16.627509464816697,7.323085249848553,0.11482617620005184,24.62880979792365,GPU,1,16
VectorAddition,7943282,227.58304000196372,18.571215509140764,8.68128649519934,0.12678341693994238,26.215358763682637,GPU,1,16
MatrixMultiplication,32,0.01,0.001,0.06089698752890056,0.004106124816183958,0.16421173535479383,CPU,0,1
MatrixMultiplication,40,0.013002580063092793,0.001,0.10756737146502861,0.008884803945844703,0.12087847723712465,CPU,0,1
MatrixMultiplication,48,0.020417121523532252,0.0012790277959515816,0.16148029327176514,0.01479848027976878,0.12643723336055018,CPU,0,1
MatrixMultiplication,56,0.034888934904074985,0.0020440495036147767,0.2391900810831263,0.021075937405740194,0.14586279977032138,CPU,0,1
MatrixMultiplication,64,0.056102206353783796,0.0030782205995274997,0.3693475126730856,0.02531582706396752,0.1518954492146279,CPU,0,1
MatrixMultiplication,72,0.06694710382273059,0.0033454932901652843,0.44919418505208486,0.04128371453381914,0.14903822455975904,CPU,0,1
MatrixMultiplication,80,0.09663627999477345,0.005913029432002883,0.5619059928821766,0.03825364574318511,0.17197944357044195,CPU,0,1
MatrixMultiplication,88,0.13219749770516817,0.007758069318769617,0.7605602550352059,0.0658844764022645,0.17381594269483466,CPU,0,1
MatrixMultiplication,96,0.19035787851604435,0.011677401733580626,1.0038250018131876,0.0858214110363824,0.18963253373068514,CPU,0,1
MatrixMultiplication,104,0.11749545613518335,0.0089560634664173,0.18010833378602203,0.001,0.6523599084247483,CPU,0,1
MatrixMultiplication,112,0.1379217388913663,0.007868257893485608,0.19540631943860526,0.001,0.7058202584625209,CPU,0,1
MatrixMultiplication,120,0.1767837600333308,0.010044964054045893,0.23279310593785055,0.001,0.7594029012204823,CPU,0,1
MatrixMultiplication,128,0.1940407368316142,0.011917349938499978,0.2636247008782443,0.001,0.7360491493596133,CPU,0,1
MatrixMultiplication,136,0.24064694767272435,0.015011034612364915,0.34476163075474037,0.001,0.6980096571242812,CPU,0,1
MatrixMultiplication,144,0.30719875004870173,0.02296543865293951,0.41415157793716395,0.001,0.7417543875573755,CPU,0,1
MatrixMultiplication,152,0.3373728077119688,0.019918709256480118,0.43275375324515364,0.001,0.7795953361052612,CPU,0,1
MatrixMultiplication,160,0.4096429429402238,0.023519483337707453,0.4637991538996542,0.001,0.8832334847873667,CPU,0,1
MatrixMultiplication,168,0.44233025822917454,0.03057588048319575,0.5432432203333163,0.001,0.8142398131683543,CPU,0,1
MatrixMultiplication,176,0.5179345951308413,0.0326893329232266,0.6767895449831709,0.001,0.7652816137160042,CPU,0,1
MatrixMultiplication,184,0.5934282207389029,0.04103441663279846,0.6419072118748411,0.001,0.9244766373720216,CPU,0,1
MatrixMultiplication,192,0.6845459756586635,0.05427773688009671,0.8137985474936471,0.001,0.8411737496545573,CPU,0,1
MatrixMultiplication,200,0.6211415461447212,0.04397495648921637,0.2798070659471548,0.054352410559328025,2.2198922819984532,GPU,1,1
MatrixMultiplication,208,0.6086508705813679,0.05050979338255171,0.3523691649875113,0.05964857114467179,1.7273102503249391,GPU,1,1
MatrixMultiplication,216,0.7667178604899255,0.04830381894168658,0.3628442217038522,0.0933016825782721,2.1130772233041335,GPU,1,1
MatrixMultiplication,224,0.8406175395565106,0.04961130783242992,0.39705962985591586,0.07113228813742783,2.117106541054179,GPU,1,1
MatrixMultiplication,232,0.8745907005163673,0.06262439689810034,0.4845991284995558,0.08099418878492415,1.8047715092355332,GPU,1,1
MatrixMultiplication,240,1.0275113653872041,0.057176223723069027,0.4418148930769191,0.09170591699605304,2.3256603194865964,GPU,1,1
MatrixMultiplication,248,1.0638621537287565,0.07684025031012892,0.49058126212204045,0.12347849381447239,2.168574782344831,GPU,1,1
MatrixMultiplication,256,1.2612862068227286,0.06954128558980936,0.568475922320857,0.12097937336960127,2.2187152653245326,GPU,1,1
MatrixMultiplication,264,1.197526388446922,0.09122109744595525,0.6399078797756308,0.13266361767979046,1.871404347867708,GPU,1,1
MatrixMultiplication,272,1.3878938904894424,0.11581485206666034,0.6074695530568227,0.12438133378200426,2.284713502932745,GPU,1,1
MatrixMultiplication,280,1.4880097470882394,0.09289696570181355,0.7443788152470716,0.1600051823263918,1.9989952919258516,GPU,1,1
MatrixMultiplication,288,1.8371984938660395,0.10748983357998536,0.8258682527147178,0.17348248303623276,2.2245660707103956,GPU,1,1
MatrixMultiplication,296,1.8762366052587285,0.1054561571126072,0.8939847015090077,0.19998684680151832,2.098734577998619,GPU,1,1
MatrixMultiplication,304,2.0495813893714137,0.14703392826006753,0.9375301394028923,0.2182323327114434,2.1861498667944486,GPU,1,1
MatrixMultiplication,312,2.3386572288200194,0.16279686673750268,1.0103049643146729,0.2276338656687097,2.314803263791163,GPU,1,1
MatrixMultiplication,320,2.392906265542647,0.15218551680048112,0.9922019008841163,0.17233217373195012,2.411713042890174,GPU,1,1
MatrixMultiplication,328,2.640603977340504,0.15446361467658018,1.0575910993628288,0.26572174286628636,2.496809947560451,GPU,1,1
MatrixMultiplication,336,2.822782905746409,0.16366158750432794,1.1197048896549728,0.20414721444529343,2.5210061435171767,GPU,1,1
MatrixMultiplication,344,3.0676196865467116,0.21534550373224928,1.2580203872341578,0.21819935417139294,2.438449899282697,GPU,1,1
MatrixMultiplication,32,0.01,0.001,0.053499217993263654,0.0029979787186835997,0.18691862003028062,CPU,0,2
MatrixMultiplication,40,0.011851040851298943,0.001,0.09525954946745543,0.003977272485850448,0.12440790364379944,CPU,0,2
MatrixMultiplication,48,0.021157167729174746,0.0013947136820712759,0.1391291714624139,0.008119450961406602,0.15206852385296069,CPU,0,2
MatrixMultiplication,56,0.03580288767374196,0.001558413293919961,0.22271388248363944,0.010625184886968389,0.16075732358701095,CPU,0,2
MatrixMultiplication,64,0.05172346634617758,0.002838819673541689,0.2917163890851708,0.013878539073224812,0.17730737209652,CPU,0,2
MatrixMultiplication,72,0.06729642933098139,0.003431235824709509,0.4112625233635539,0.022888192338404188,0.1636337509690658,CPU,0,2
MatrixMultiplication,80,0.0917249072244609,0.005655191433993977,0.570270098467907,0.026832073148907842,0.16084467249973286,CPU,0,2
MatrixMultiplication,88,0.13420124479412684,0.007372715890205803,0.6319199340971651,0.03647133940789587,0.212370646268443,CPU,0,2
MatrixMultiplication,96,0.17120987700447435,0.009192757407705759,0.8639693704469255,0.04711340555979627,0.1981666050451634,CPU,0,2
MatrixMultiplication,104,0.10334524367333796,0.009734193575697873,0.19716905851239358,0.003684680020238885,0.5241453423425558,CPU,0,2
MatrixMultiplication,112,0.12393211369662342,0.010168913611632245,0.23850625909462617,0.004511364558941493,0.5196178673342655,CPU,0,2
MatrixMultiplication,120,0.1541415651811428,0.01575250329365546,0.2804446500140426,0.004953527550996498,0.5496327534628473,CPU,0,2
MatrixMultiplication,128,0.18416713595463788,0.016789777209827727,0.30342788837388723,0.005356043786330436,0.6069552042220492,CPU,0,2
MatrixMultiplication,136,0.2138811694348686,0.02044735715865129,0.34111141840554005,0.006100659987996212,0.6270126354450846,CPU,0,2
MatrixMultiplication,144,0.30983103401554046,0.023740697132167865,0.36647231197393576,0.009528216827178287,0.8454418625698966,CPU,0,2
MatrixMultiplication,152,0.3249097204350031,0.03225016138031384,0.44451858783112985,0.010674187957708536,0.7309249361658516,CPU,0,2
MatrixMultiplication,160,0.38391396781759013,0.028639814243810565,0.5200683482747862,0.009466564296188877,0.7381990638175565,CPU,0,2
MatrixMultiplication,168,0.4348485994222032,0.03389044905814804,0.6518828014824912,0.010027941852476654,0.6670656112314733,CPU,0,2
